Table V9.0,keyName,OriginalKey,ExpandedKey,Duplicate,Activity code
CFGHIS,CFH2,SCENUM+SYMSEQ+SYMNUM+CFGVCRNUM,SCENUM(Scenario) +   SYMSEQ(Sequence no.) +   SYMNUM(Symbol) +   CFGVCRNUM(Journal number config) +   ,No,
CFGHISHEA,CHH0,CFGVCRNUM,CFGVCRNUM(Journal number config) +   ,No,
CFGHISHEA,CHH1,SCENUM+CFGVCRNUM,SCENUM(Scenario) +   CFGVCRNUM(Journal number config) +   ,No,
CFGHISHEA,CHH2,SCENUM+CFGBPRNUM+CFGBPRREF,SCENUM(Scenario) +   CFGBPRNUM(BP) +   CFGBPRREF(BP reference) +   ,Yes,
CFGLNK,CLN0,SYMTYPWUS+SYMNUMWUS+SYMTYP+SYMNUM,SYMTYPWUS(Symbol type) +   SYMNUMWUS(Symbol) +   SYMTYP(Symbol type) +   SYMNUM(Symbol) +   ,No,
CFGLNK,CLN1,SYMTYP+SYMNUM+SYMTYPWUS+SYMNUMWUS,SYMTYP(Symbol type) +   SYMNUM(Symbol) +   SYMTYPWUS(Symbol type) +   SYMNUMWUS(Symbol) +   ,No,
CFGMAC,CFM0,MACNUM+MACLIN,MACNUM(Standard process) +   MACLIN(Line) +   ,No,
CFGMAC,CFM1,SYMTYP+SYMNUM+MACNUM,SYMTYP(Symbol type) +   SYMNUM(Symbol) +   MACNUM(Standard process) +   ,Yes,
CFGMEMO,CME0,RECCOD+SCENUM+CREUSR+CFGBPRNUM+CFGBPRREF+QSTNUM+SELSEQ,RECCOD(Code) +   SCENUM(Scenario) +   CREUSR(Creation user) +   CFGBPRNUM(BP) +   CFGBPRREF(BP reference) +   QSTNUM(Question) +   SELSEQ(Line no.) +   ,No,
CFGMEMO,CME1,RECCOD+PRONUM+SCENUM+QSTNUM,RECCOD(Code) +   PRONUM(Process number) +   SCENUM(Scenario) +   QSTNUM(Question) +   ,Yes,
CFGMENLOC,CLE,LANCHP+LANNUM+LAN,LANCHP(Chapter) +   LANNUM(Number) +   LAN(Language) +   ,No,
CFGOPTVAR,COV0,SELNUM+SELSEQ,SELNUM(Selection) +   SELSEQ(Line no.) +   ,No,
CFGQST,CQU0,QSTNUM,QSTNUM(Symbol) +   ,No,
CFGQST,CQU1,QSTORI+QSTTYP+QSTNUM,QSTORI(Source) +   QSTTYP(Symbol type) +   QSTNUM(Symbol) +   ,No,
CFGQST,CQU2,QSTLEN+QSTNUM,QSTLEN(Length) +   QSTNUM(Symbol) +   ,No,
CFGSCE,CSC0,SCENUM,SCENUM(Scenario) +   ,No,
CFGSCELIN,CSL0,SCENUM+SCENUMTYP+SCENUMSEQ+SCENUMLIN,SCENUM(Scenario) +   SCENUMTYP(Line type) +   SCENUMSEQ(Sequence number) +   SCENUMLIN(Line) +   ,No,
CFGSCELIN,CSL1,SYMTYP+SYMNUM+SCENUM,SYMTYP(Symbol type) +   SYMNUM(Symbol) +   SCENUM(Scenario) +   ,Yes,
CFGSEL,CSE0,SELNUM,SELNUM(Selection) +   ,No,
CFGSHA,CSH0,SHACAT+SHANUM,SHACAT(Family) +   SHANUM(Shape/pattern para) +   ,No,
CFGTEX,CFT0,PRONUM+RECCOD+CODFIC+CODZON+CLE+CLE1,PRONUM(Process number) +   RECCOD(Code) +   CODFIC(Table code) +   CODZON(Field code) +   CLE(Identifier) +   CLE1(Identifier) +   ,No,
CFODUDDATE,CFODD0,TYP+NUM+LIG+DUDLIG,TYP(Entry type) +   NUM(Document no.) +   LIG(Line number) +   DUDLIG(Due date number) +   ,No,
CFODUDDATE,CFODD1,FLGCLE+FCY+BPRPAY+CFODAT,FLGCLE(Closed) +   FCY(Site) +   BPRPAY(Pay-by) +   CFODAT(Due date) +   ,Yes,
CFOMANMVT,CFOMM0,CFOTYP+NUM+CFOLIN,CFOTYP(Forecast type) +   NUM(Document no.) +   CFOLIN(Line) +   ,No,
CFOMANMVT,CFOMM1,BPRNUM+BAN,BPRNUM(BP) +   BAN(Bank) +   ,Yes,
CFOMANMVT,CFOMM2,BAN+BPRNUM,BAN(Bank) +   BPRNUM(BP) +   ,Yes,
CFOMANMVT,CFOMM3,CFOTYP+CFOSTA+CPY+FCY,CFOTYP(Forecast type) +   CFOSTA(Cash forecast status) +   CPY(Company) +   FCY(Site) +   ,Yes,
CFOTYP,CFOT0,CPY+FCY+CFOLIN,CPY(Company) +   FCY(Site) +   CFOLIN(Line) +   ,No,
CFOTYP,CFOT1,CPY+FCY+CFOTYP,CPY(Company) +   FCY(Site) +   CFOTYP(Forecast type) +   ,No,
CHQBOK,CHB0,BAN+CHQFIRNUM,BAN(Bank) +   CHQFIRNUM(First check no.) +   ,No,
CHQNUM,CHN0,BAN+CHQNUM,BAN(Bank) +   CHQNUM(Check number) +   ,No,
CIGDEF,CIG0,CIGCOD,CIGCOD +   ,No,
CIGFXDSOR,CIB0,CIGCOD+CPYSRC+REFSELCIG+AASREF,CIGCOD +   CPYSRC +   REFSELCIG +   AASREF +   ,No,
CIGFXDSOR,CIB1,CIGCOD,CIGCOD +   ,Yes,
CIGFXDSOR,CIB2,CIGCOD+CPYSRC+REFSELCIG,CIGCOD +   CPYSRC +   REFSELCIG +   ,Yes,
CIGFXDSOR,CIB3,CIGCOD+CPYSRC+AASREF,CIGCOD +   CPYSRC +   AASREF +   ,Yes,
CIGFXDSOR,CIB4,AASREF,AASREF +   ,Yes,
CIGREX,CIR0,CIGCOD+CPYSRC+CPYDES,CIGCOD +   CPYSRC +   CPYDES +   ,No,
CIGREX,CIR1,CIGCOD+CPYSRC,CIGCOD +   CPYSRC +   ,Yes,
CIGREX,CIR2,CIGCOD,CIGCOD +   ,Yes,
CIGREXSEL,CIS0,REFSELCIG,REFSELCIG +   ,No,
CIGREXSEL,CIS1,REFSELCIG+CPYSRC,REFSELCIG +   CPYSRC +   ,No,
CMARKETING,CMG0,NUM,NUM +   ,No,
CMARKETING,CMG1,DATSTR,DATSTR +   ,Yes,
COFAWRK,CAW0,SDHNUM+SDDLIN+LOT+COFAUID,SDHNUM(Delivery no.) +   SDDLIN(Delivery line) +   LOT(Lot) +   COFAUID(Process number) +   ,No,
COMPANY,CPY0,CPY,CPY(Company) +   ,No,
COMPANY,CPY1,LEG+CPY,LEG(Legislation) +   CPY(Company) +   ,Yes,
COMREP,COM0,REP+CPY+YEA+MON,REP(Sales rep) +   CPY(Company) +   YEA(Year) +   MON(Months) +   ,No,
CONCESSION,CCN0,CCNREF,CCNREF +   ,No,
CONCESSION,CCN1,CPY+CCNREF,CPY +   CCNREF +   ,No,
CONCESSION,CCN2,CPY+FCY+CCNREF,CPY +   FCY +   CCNREF +   ,No,
CONTACT,CNT0,BPATYP+BPANUM+CCNCRM,BPATYP(Entity type) +   BPANUM(Entity) +   CCNCRM(Code) +   ,No,
CONTACT,CNT1,CCNCRM+BPATYP+BPANUM,CCNCRM(Code) +   BPATYP(Entity type) +   BPANUM(Entity) +   ,No,
CONTACT,CNT2,CCNCRM,CCNCRM(Code) +   ,Yes,
CONTACTCRM,AIN0,CNTNUM,CNTNUM(Code) +   ,No,
CONTACTCRM,AIN1,CNTFULNAM,CNTFULNAM(Search key) +   ,Yes,
CONTACTCRM,AIN2,CNTTYP+CNTNUM,CNTTYP(Type) +   CNTNUM(Code) +   ,No,
CONTAINER,CTRH0,CTRNUM,CTRNUM(Container no.) +   ,No,
CONTAINERD,CTRD0,CTRNUM+CTRLIN,CTRNUM(Container no.) +   CTRLIN(Line) +   ,No,
CONTAINERD,CTRD1,POHNUM+POPLIN+POQSEQ,POHNUM(Order no.) +   POPLIN(Line) +   POQSEQ(Sequence number) +   ,Yes,
CONTAINERD,CTRD2,CTRNUM+POHNUM+POPLIN+POQSEQ,CTRNUM(Container no.) +   POHNUM(Order no.) +   POPLIN(Line) +   POQSEQ(Sequence number) +   ,No,
CONTAINERS,CTN0,CTN,CTN(Containers) +   ,No,
CONTAMT,CAM1,CONNUM+AMTRECNUMX,CONNUM(Contract code) +   AMTRECNUMX(Number) +   ,No,
CONTAMTX,CAX0,CONNUM+AMTRECNUMX+PRONUM,CONNUM(Contract code) +   AMTRECNUMX(Number) +   PRONUM(Process number) +   ,No,
CONTCARE,CCA0,CONNUM+TPL+CCANUM,CONNUM(Contract/templ. code) +   TPL(Template) +   CCANUM(Plan chrono) +   ,No,
CONTCOV,CCV0,CONNUM+TPL+RECTYP+SBBRECTYP+RECNUM,CONNUM(Contract code) +   TPL(Template) +   RECTYP(Record type) +   SBBRECTYP(Sub-type) +   RECNUM(Covered element) +   ,Yes,
CONTCOV,CCV1,BPC+RECTYP+SBBRECTYP,BPC(Customer) +   RECTYP(Record type) +   SBBRECTYP(Sub-type) +   ,Yes,
CONTCOV,CCV2,TPL+RECTYP+SBBRECTYP+CMT,TPL(Template) +   RECTYP(Record type) +   SBBRECTYP(Sub-type) +   CMT(Comments) +   ,Yes,
CONTEXT,CNX0,CPY+CNX,CPY +   CNX +   ,No,
CONTIDX,CIX0,IND,IND(Index) +   ,Yes,
CONTIDX,CIX1,IND+INDDAT,IND(Index) +   INDDAT(Date) +   ,Yes,
CONTITM,CIT0,CONNUM+TPL+CONMACNUM,CONNUM(Contract code) +   TPL(Template) +   CONMACNUM(Base number) +   ,No,
CONTITM,CIT1,CONMACCOD,CONMACCOD(Group/product/base) +   ,Yes,
CONTPBL,CPL0,CONNUM+TPL+PBLGRPCOV,CONNUM(Contract code) +   TPL(Template) +   PBLGRPCOV(Skill groups) +   ,No,
CONTQUAL,CQL0,CONNUM+TPL+GRALEV,CONNUM(Contract/templ. code) +   TPL(Template) +   GRALEV(Severity level) +   ,No,
CONTREW,CRE1,CONNUM+REWRECNUMX,CONNUM(Contract code) +   REWRECNUMX(Number) +   ,No,
CONTREWX,CRX0,CONNUM+REWRECNUMX+PRONUM,CONNUM(Contract code) +   REWRECNUMX(Number) +   PRONUM(Process number) +   ,No,
CONTSERV,CON0,CONNUM,CONNUM(Code) +   ,No,
CONTSERV,CON1,CONENDDAT,CONENDDAT(End date) +   ,Yes,
CONTSERV,CON2,CONBPC,CONBPC(Sold-to) +   ,Yes,
CONTSERV,CON3,CONCCN,CONCCN(Contact (relationship)) +   ,Yes,
CONTSERV,CON4,CONBPC+RSIFLG+FDDFLG,CONBPC(Sold-to) +   RSIFLG(Cancelled contract) +   FDDFLG(Archived) +   ,Yes,
CONTSERV,CON5,CONORI+CONORIVCR+CONORIVCRL,CONORI(Source) +   CONORIVCR(Original document no.) +   CONORIVCRL(Source document line) +   ,Yes,
CONTSERVX,COX0,CONNUM,CONNUM(Code) +   ,No,
CONTTEMPL,COT0,CONNUM,CONNUM(Code) +   ,No,
CORREP,COP0,COPREP+COPNUM,COPREP +   COPNUM +   ,No,
CORRESPOND,COR0,CORNUM,CORNUM +   ,No,
COSTSTCB,STCB0,STCNUM+STCLIN+STCLIM,STCNUM(Cost structure) +   STCLIN(Structure line) +   STCLIM(Range line) +   ,No,
COSTSTCB,STCB1,STCNUM+STCLIN+MINLIM,STCNUM(Cost structure) +   STCLIN(Structure line) +   MINLIM(Lower range) +   ,No,
COSTSTCD,STCD0,VCRTYP+VCRNUM+VCRLIN+VCRSEQ+NUMSEQ,VCRTYP(Entry type) +   VCRNUM(Order no.) +   VCRLIN(Entry line no.) +   VCRSEQ(Document sequence no.) +   NUMSEQ(Sequence number) +   ,No,
COSTSTCD,STCD1,VCRTYP+VCRNUM+VCRLIN+FCSCOD,VCRTYP(Entry type) +   VCRNUM(Order no.) +   VCRLIN(Entry line no.) +   FCSCOD(Cost) +   ,Yes,
COSTSTCF,STCF0,ITMREF+BPSNUM+STOFCY,ITMREF(Product) +   BPSNUM(Supplier) +   STOFCY(Storage site) +   ,No,
COSTSTCH,STCH0,STCNUM,STCNUM(Cost structure) +   ,No,
COSTSTCL,STCL0,STCNUM+STCLIN,STCNUM(Cost structure) +   STCLIN(Structure line) +   ,No,
COSTSTCR,STCR0,NUM+PIDLIN,NUM(Document no.) +   PIDLIN(Line) +   ,No,
COSTSTCR,STCR1,TYPORI+NUMORI+LINORI+SEQORI+FCSCOD+CREDATTIM,TYPORI(Line origin) +   NUMORI(Source number) +   LINORI(Source line) +   SEQORI(Original sequence) +   FCSCOD(Cost) +   CREDATTIM(Date time) +   ,Yes,
CPTANALIN,CAL0,ABRFIC+VCRTYP+VCRNUM+VCRLIN+VCRSEQ+CPLCLE+ANALIG,ABRFIC(Table abbreviation) +   VCRTYP(Entry type) +   VCRNUM(Order no.) +   VCRLIN(Entry line no.) +   VCRSEQ(Document sequence no.) +   CPLCLE(Key complement) +   ANALIG(Order information) +   ,No,
CPTFOOTLNK,CAL0,ABRFIC+VCRTYP+VCRNUM+VCRLIN+VCRSEQ+CPLCLE+ANALIG,ABRFIC(Table abbreviation) +   VCRTYP(Entry type) +   VCRNUM(Order no.) +   VCRLIN(Entry line no.) +   VCRSEQ(Document sequence no.) +   CPLCLE(Key complement) +   ANALIG(Order information) +   ,No,
CRMCLOB,CRC0,CRCNUM,CRCNUM +   ,No,
CRMTRS,CTR0,CTRTYP+CTRNUM,CTRTYP +   CTRNUM +   ,No,
CRMTRS,CTR1,CTRNUM+CTRTYP,CTRNUM +   CTRTYP +   ,No,
CRMTRSVAL,CTV0,CTRTYP+CTRNUM,CTRTYP +   CTRNUM +   ,No,
CRMTRSVAL,CTV1,CTRNUM+CTRTYP,CTRNUM +   CTRTYP +   ,No,
CSFPARH,CWH0,CODANY,CODANY(Extraction code) +   ,No,
CSFPARL,CWL0,CODANY+LIG,CODANY(Extraction code) +   LIG(Line number) +   ,No,
CSFRES,CWR0,NUMRPT+CODANY+LIG+CPY+FCY,NUMRPT(Query no.) +   CODANY(Extraction code) +   LIG(Line number) +   CPY(Company) +   FCY(Site) +   ,No,
CSFRESD,CSRD0,NUMRPT+NUMLIN+NUMLINDET,NUMRPT(Query no.) +   NUMLIN(Line) +   NUMLINDET(Sequence no.) +   ,No,
CSFRESH,CSRH0,NUMRPT,NUMRPT(Query no.) +   ,No,
CSFRESL,CSRL0,NUMRPT+LIG+CPYLIN+FCYLIN+BPRNUM,NUMRPT(Query no.) +   LIG(Line number) +   CPYLIN(Company) +   FCYLIN(Site) +   BPRNUM(BP code) +   ,No,
CSFRESL,CSRL1,NUMRPT+NUMLIN,NUMRPT(Query no.) +   NUMLIN(Line) +   ,No,
CTRLNIVW,CNW0,ITMREF+BOMALT+BOMALTTYP,ITMREF(Product) +   BOMALT(BOM code) +   BOMALTTYP(BOM type) +   ,No,
CUNLISDET,CUD0,CUNSSSNUM+CUNLISNUM+ITMLISNUM,CUNSSSNUM(Stock count session) +   CUNLISNUM(Count worksheet) +   ITMLISNUM(Product rank) +   ,No,
CUNLISDET,CUD1,STOFCY+ITMREF+CUNLISNUM,STOFCY(Storage site) +   ITMREF(Product) +   CUNLISNUM(Count worksheet) +   ,Yes,
CUNLISDET,CUD2,STOFCY+ITMREF+LOC,STOFCY(Storage site) +   ITMREF(Product) +   LOC(Location) +   ,Yes,
CUNLISDET,CUD3,STOFCY+CUNSSSNUM+CUNLISNUM+ITMREF,STOFCY(Storage site) +   CUNSSSNUM(Stock count session) +   CUNLISNUM(Count worksheet) +   ITMREF(Product) +   ,Yes,
CUNLISTE,CUL0,CUNSSSNUM+CUNLISNUM,CUNSSSNUM(Stock count session) +   CUNLISNUM(Count worksheet) +   ,No,
CUNLISTE,CUL1,STOFCY+CUNSSSNUM+CUNLISNUM,STOFCY(Storage site) +   CUNSSSNUM(Stock count session) +   CUNLISNUM(Count worksheet) +   ,No,
CUNSESSION,CUN0,CUNSSSNUM,CUNSSSNUM(Stock count session) +   ,No,
CUNSESSION,CUN1,STOFCY+CUNSSSNUM,STOFCY(Storage site) +   CUNSSSNUM(Stock count session) +   ,No,
DADCPY,DCP0,CPY,CPY(DASD company) +   ,No,
DADFCY,DFC0,FCY,FCY(DAS2 site) +   ,No,
DATEVBPACC,DTB0,BPRNUM,BPRNUM(BP code) +   ,No,
DATEVCHRONO,DTC0,ID,ID(Identifier) +   ,No,
DATEVGLACC,DTA0,COA+ACC,COA(Chart of accounts) +   ACC(General accounts) +   ,No,
DATEVTAX,DTT0,LEG+TAX,LEG(Legislation) +   TAX(Tax code) +   ,No,
DCLCUSVATBE,DLCB0,CPY+NUMRPT+BPR+EECNUM,CPY(Company) +   NUMRPT(Query no.) +   BPR(BP) +   EECNUM(EU VAT no.) +   ,No,
DCLCUSVATBED,DLCBD0,CPY+NUMRPT+BPR+EECNUM+TYP+NUM+LIN,CPY(Company) +   NUMRPT(Query no.) +   BPR(BP) +   EECNUM(EU VAT no.) +   TYP(Entry type) +   NUM(Document no.) +   LIN(Line number) +   ,No,
DCLEECVATBE,DLEB0,CPY+NUMRPT+BPR+EECNUM+OPECOD,CPY(Company) +   NUMRPT(Query no.) +   BPR(BP) +   EECNUM(EU VAT no.) +   OPECOD(Operation code) +   ,No,
DCLEECVATBED,DLEBD0,CPY+NUMRPT+BPR+EECNUM+OPECOD+TYP+NUM+LIN,CPY(Company) +   NUMRPT(Query no.) +   BPR(BP) +   EECNUM(EU VAT no.) +   OPECOD(Operation code) +   TYP(Entry type) +   NUM(Document no.) +   LIN(Line number) +   ,No,
DCLVAT,DLV0,CPY+FCY+STRDAT+VAT+ACC+NUMRPT,CPY(Company) +   FCY(Site) +   STRDAT(Start date) +   VAT(Tax) +   ACC(General accounts) +   NUMRPT(Query no.) +   ,No,
DCLVATBEL,DLVB0,GRPCPY+CPY+NUMRPT+VATBOX,GRPCPY +   CPY +   NUMRPT +   VATBOX +   ,No,
DCLVATBELD,DLVBD0,CPY+FCY+STRDAT+ACC+VATBOX+NUMRPT+TYP+NUM+LIN,CPY +   FCY +   STRDAT +   ACC +   VATBOX +   NUMRPT +   TYP +   NUM +   LIN +   ,No,
DCLVATBELD,DLVBD1,CPY+NUMRPT,CPY +   NUMRPT +   ,Yes,
DCLVATITA,DVI0,CPY+FCY+VATTYP+ACCDAT+NUM+VATRAT+VAT+DEDRAT,CPY(Company) +   FCY(Site) +   VATTYP(VAT type) +   ACCDAT(Accounting date) +   NUM(Document no.) +   VATRAT(Rate) +   VAT(Tax) +   DEDRAT(Deductible %) +   ,No,
DCLVATITA,DVI1,FIY+PER+VAT+VATRAT+DEDRAT,FIY(Fiscal year) +   PER(Period) +   VAT(Tax) +   VATRAT(Rate) +   DEDRAT(Deductible %) +   ,Yes,
DCLVATITA2,DV20,CPY+FCY+REGIVA+REGTYP+VAT+FIY+PER,CPY(Company) +   FCY(Site) +   REGIVA(VAT registry) +   REGTYP(Registry type) +   VAT(Tax) +   FIY(Fiscal year) +   PER(Accounting period) +   ,No,
DCLVATITA3,DV30,CPY+FCY+FIY+PER,CPY(Company) +   FCY(Site) +   FIY(Fiscal year) +   PER(Accounting period) +   ,No,
DCLVATPAY,DVP0,CPY+FCY+STRDAT+ACC+BPR+MTC+VATRAT+ACCNUM,CPY(Company) +   FCY(Site) +   STRDAT(Start date) +   ACC(Accounts) +   BPR(BP) +   MTC(Matching) +   VATRAT(Tax) +   ACCNUM(Internal number) +   ,Yes,
DCLVATPAY,DVP1,ACC+BPR+MTC+VATRAT+ACCNUM+NUMRPT,ACC(Accounts) +   BPR(BP) +   MTC(Matching) +   VATRAT(Tax) +   ACCNUM(Internal number) +   NUMRPT(Query no.) +   ,No,
DCLVATPORB,DVPB0,DCLNUM+RECTYP+NUM+LIN+DCLFLD+DCLPAG,DCLNUM(Declaration) +   RECTYP(Record type) +   NUM(Document no.) +   LIN(Line) +   DCLFLD(Declaration field) +   DCLPAG(Annex) +   ,No,
DCLVATPORB,DVPB1,DCLNUM+DCLFLD+EECNUM,DCLNUM(Declaration) +   DCLFLD(Declaration field) +   EECNUM(EU identification) +   ,Yes,
DCLVATPORB,DVPB2,DCLNUM+EECNUM,DCLNUM(Declaration) +   EECNUM(EU identification) +   ,Yes,
DCLVATPORB,DVPB3,DCLNUM+DCLFLD+EXPIMPVCR+EECNUM,DCLNUM(Declaration) +   DCLFLD(Declaration field) +   EXPIMPVCR(Document no.) +   EECNUM(EU identification) +   ,Yes,
DCLVATPORF,DVPF0,DCLNUM+DCLPAG+DCLFLD,DCLNUM(Declaration) +   DCLPAG(Annex) +   DCLFLD(Declaration field) +   ,No,
DCLVATPORH,DVPH0,DCLNUM,DCLNUM(Declaration) +   ,No,
DCLVATPORL,DVPL0,DCLNUM+LINTYP+LSTLIN,DCLNUM(Declaration) +   LINTYP(Line type) +   LSTLIN(Line) +   ,No,
DCLVATPORP,DVPP0,CPY+YEA,CPY(Company) +   YEA(Year) +   ,No,
DCLVATPORT,DVPT0,DCLTYP+DCLPAG+DCLFLD+CPY+VAT,DCLTYP(Type) +   DCLPAG(Annex) +   DCLFLD(Declaration field) +   CPY(Company) +   VAT(Tax) +   ,No,
DCLVATSPA,DVS0,TAXTYP+TYP+NUM+VAT+REGTYP,TAXTYP(Tax type) +   TYP(Entry type) +   NUM(Document no.) +   VAT(Tax) +   REGTYP(Tax rule type) +   ,No,
DCLVATSPA,DVS1,CRN,CRN(Site tax ID no.) +   ,Yes,
DCLVATSPA,DVS2,EECNUM,EECNUM(EU identification) +   ,Yes,
DCLVATSPA,DVS3,TAXTYP+DCLDAT,TAXTYP(Tax type) +   DCLDAT(Declaration date) +   ,Yes,
DCLVATSPA,DVS4,INDLNK,INDLNK(Index link) +   ,Yes,
DCLVATSPA,DVS5,TAXTYP+CRN+TYP+NUM,TAXTYP(Tax type) +   CRN(Site tax ID no.) +   TYP(Entry type) +   NUM(Document no.) +   ,Yes,
DCLVATSPA,DVS6,COD347+CRN,COD347(Code 347) +   CRN(Site tax ID no.) +   ,Yes,
DCLVATSPA,DVS7,ACCNUM,ACCNUM(Internal number) +   ,Yes,
DEB,DEB0,CPY+DEBDAT+FLO+VCRTYP+VCRNUM+VCRLIN,CPY(Company) +   DEBDAT(Intrastat date) +   FLO(Automatic flows) +   VCRTYP(Entry type) +   VCRNUM(Order no.) +   VCRLIN(Entry line no.) +   ,No,
DEB,DEB1,CPY+VCRTYP+VCRNUM+VCRLIN+FLO,CPY(Company) +   VCRTYP(Entry type) +   VCRNUM(Order no.) +   VCRLIN(Entry line no.) +   FLO(Automatic flows) +   ,Yes,
DEB,DEB2,CPY+DEBDAT+FLO+DEBLIN,CPY(Company) +   DEBDAT(Intrastat date) +   FLO(Automatic flows) +   DEBLIN(Line no.) +   ,No,
DEBPAR,DER0,EECNUMDEB,EECNUMDEB(EU Intrastat) +   ,No,
DEBREGNAT,DRN0,LEG+CRY+GRP+MVT,LEG(Legislation) +   CRY(Country) +   GRP(Group) +   MVT(Movement) +   ,No,
DEFVAL,DVA0,OBC+PARAM,OBC(Object) +   PARAM(Parameter) +   ,No,
DEPREC,DEP0,AASREF+DPRPLN+FIYENDDAT+PERENDDAT,AASREF +   DPRPLN +   FIYENDDAT +   PERENDDAT +   ,No,
DEPREC,DEP2,DPM+CPY,DPM +   CPY +   ,Yes,
DEPREC,DEP3,CPY+DPRPLN+AASREF+FIYENDDAT+PERENDDAT,CPY +   DPRPLN +   AASREF +   FIYENDDAT +   PERENDDAT +   ,No,
DEPREC,DEP5,AASREF+DPRPLN+FIYENDDAT+PERSTRDAT,AASREF +   DPRPLN +   FIYENDDAT +   PERSTRDAT +   ,No,
DEPREC,DEP6,DEPSTA+CPY+CNX+FIYENDDAT+PERENDDAT,DEPSTA +   CPY +   CNX +   FIYENDDAT +   PERENDDAT +   ,Yes,
DEPREC,DEP7,FLGDEV+CPY+CNX+FIYENDDAT+PERENDDAT+DPRPLN,FLGDEV +   CPY +   CNX +   FIYENDDAT +   PERENDDAT +   DPRPLN +   ,Yes,
DEPREC,DEP8,CPY+FLGLNKDEV+CNX+FIYENDDAT+PERENDDAT,CPY +   FLGLNKDEV +   CNX +   FIYENDDAT +   PERENDDAT +   ,Yes,LNK
DEPREC,DEP9,CPY+DPRPLN+FLGPSTLNK+FIYENDDAT+PERENDDAT,CPY +   DPRPLN +   FLGPSTLNK +   FIYENDDAT +   PERENDDAT +   ,Yes,LNK
DEPREC,DEPA,CPY+DPRPLN+PERSTRDAT+PERENDDAT+FLGDEV,CPY +   DPRPLN +   PERSTRDAT +   PERENDDAT +   FLGDEV +   ,Yes,
DEPRECARC,DEP0,AASREF+DPRPLN+EVT+TIMSTP+FIYENDDAT+PERENDDAT,AASREF +   DPRPLN +   EVT +   TIMSTP +   FIYENDDAT +   PERENDDAT +   ,No,
DEPSIMU,DPS0,AASREF+DPRPLN+FIYENDDAT+PERSTRDAT,AASREF +   DPRPLN +   FIYENDDAT +   PERSTRDAT +   ,No,
DEPSIMU,DPS1,CPY+CNX,CPY +   CNX +   ,Yes,
DIAHOU,DIH0,NUM,NUM(Time table schema) +   ,No,
DIETRS,DTR0,ABRFIC+DTRTYP+DTRNUM+DTRTNU+DTRLIN,ABRFIC(Table abbreviation) +   DTRTYP(Transaction type) +   DTRNUM(Transaction) +   DTRTNU(Grid number) +   DTRLIN(Line number) +   ,No,
DIETRS,DTR1,ABRFIC+DTRTYP+DTRNUM+DTRTNU+DIE,ABRFIC(Table abbreviation) +   DTRTYP(Transaction type) +   DTRNUM(Transaction) +   DTRTNU(Grid number) +   DIE(Dimension type code) +   ,No,
DIETRSXX,DTR0,ABRFIC+DTRTYP+DTRNUM+DTRTNU+DTRLIN,ABRFIC(Table abbreviation) +   DTRTYP(Transaction type) +   DTRNUM(Transaction) +   DTRTNU(Grid number) +   DTRLIN(Line number) +   ,No,
DKSDATA,DKD0,KEYCODE+DOCTYP+DOCNUM,KEYCODE(Code) +   DOCTYP(Entry type) +   DOCNUM(Document number) +   ,No,
DKSDATA,DKD1,KEYCODE+DKSDOCNUM,KEYCODE(Code) +   DKSDOCNUM(Document number) +   ,Yes,
DKSDATAFRA,DKF0,KEYCODE+ORIDOC+DOCTYP+DOCNUM+LIN,KEYCODE(Code) +   ORIDOC(Origin) +   DOCTYP(Entry type) +   DOCNUM(Document number) +   LIN(Line no.) +   ,No,
DKSJAV,DKJ0,KEYCODE,KEYCODE(Code) +   ,No,
DKSKEY,DKK0,KEYCODE+KEYVER,KEYCODE(Code) +   KEYVER(Key version) +   ,No,
DKSLOG,DKL0,KEYCODE+DOCTYP+DOCNUM,KEYCODE(Code) +   DOCTYP(Entry type) +   DOCNUM(Document number) +   ,No,
DOOBPCINT,DBI0,BPCNUM,BPCNUM(Customer code) +   ,No,
DOOBPCLNK,DBL0,DOONUM+BPCNUM,DOONUM +   BPCNUM +   ,No,
DOOBPCLNK,DBL1,DOONUM,DOONUM +   ,Yes,
DOOBPCLNK,DBL2,BPCNUM,BPCNUM +   ,Yes,
DPRMOD,DPM0,DPM+CPY,DPM +   CPY +   ,No,
DPRMOD,DPM1,STDDPMNUM,STDDPMNUM +   ,Yes,
DPRMOD,DPM2,DPRMODTYP+CPY+DPM,DPRMODTYP +   CPY +   DPM +   ,No,
DPRMOD,DPM3,STDDPM,STDDPM +   ,No,
DPRMODOPT,DMO0,STDDPM+CPY+NUMDPM,STDDPM +   CPY +   NUMDPM +   ,No,
DPRMODRAT,DMR0,DPM+CPY+NUM,DPM +   CPY +   NUM +   ,No,
DUDLNK,DLN0,NUM,NUM(Sequence no.) +   ,No,
DUDLNK,DLN1,NUMDUD1+NUMDUD2,NUMDUD1(Due date) +   NUMDUD2(Due date) +   ,Yes,
DUDLNK,DLN2,NUMDUD2,NUMDUD2(Due date) +   ,Yes,
ECCNEND,EVE0,REF+TIMSTP,REF +   TIMSTP +   ,No,
ECCNEND,EVE1,REF+TIMSTPO+TIMSTP,REF +   TIMSTPO +   TIMSTP +   ,No,
ECCNEND,EVE2,CPTFLG+DPRPLN+CPY+FCY+REF,CPTFLG +   DPRPLN +   CPY +   FCY +   REF +   ,Yes,
