Table,Abbreviation,Description,Module,Activity code,Column,Normal title,Dim.,Type,Length,Menu,Link expression,Cancellation,Act
CSFRESH,CSRH,Cash flow analysis,Financials,CSFLO,CRETIM,Creation time,,L,8.0,,,,
CSFRESH,CSRH,Cash flow analysis,Financials,CSFLO,CREUSR,Creation user,,A,5.0,,,,
CSFRESH,CSRH,Cash flow analysis,Financials,CSFLO,DATDEB,Start date,,D,,,,,
CSFRESH,CSRH,Cash flow analysis,Financials,CSFLO,DATFIN,End date,,D,,,,,
CSFRESH,CSRH,Cash flow analysis,Financials,CSFLO,ENDAMT0,End date amount,,MD1,,,,,
CSFRESH,CSRH,Cash flow analysis,Financials,CSFLO,ENDAMT1,Amt end date (n-1),,MD1,,,,,
CSFRESH,CSRH,Cash flow analysis,Financials,CSFLO,FCY,Site,,FCY,,,[FCY]FCY0=[CSRH]FCY,Delete,
CSFRESH,CSRH,Cash flow analysis,Financials,CSFLO,HMLPERFLG,Previous period,,M,4.0,1.0,,,
CSFRESH,CSRH,Cash flow analysis,Financials,CSFLO,LEDTYP,Ledger type,,M,,2644.0,,,
CSFRESH,CSRH,Cash flow analysis,Financials,CSFLO,NUMRPT,Query no.,,RPT,,,,,
CSFRESH,CSRH,Cash flow analysis,Financials,CSFLO,RATDEV0,Rate variance,,MD1,,,,,
CSFRESH,CSRH,Cash flow analysis,Financials,CSFLO,RATDEV1,Rate variance,,MD1,,,,,
CSFRESH,CSRH,Cash flow analysis,Financials,CSFLO,STRAMT0,Start date amount,,MD1,,,,,
CSFRESH,CSRH,Cash flow analysis,Financials,CSFLO,STRAMT1,Amt start date (n-1),,MD1,,,,,
CSFRESH,CSRH,Cash flow analysis,Financials,CSFLO,UPDDAT,Change date,,D,,,,,
CSFRESH,CSRH,Cash flow analysis,Financials,CSFLO,UPDDATTIM,Date time,,ADATIM,,,,,
CSFRESH,CSRH,Cash flow analysis,Financials,CSFLO,UPDTIM,Time,,L,8.0,,,,
CSFRESH,CSRH,Cash flow analysis,Financials,CSFLO,UPDUSR,Change user,,AUS,,,[AUS]CODUSR=[CSRH]UPDUSR,Other,
CSFRESL,CSRL,Cash flow analysis,Financials,CSFLO,AMTLED1N,Ledger amount,,MD1,,,,,
CSFRESL,CSRL,Cash flow analysis,Financials,CSFLO,AMTLED1N1,Ledger amount (n-1),,MD1,,,,,
CSFRESL,CSRL,Cash flow analysis,Financials,CSFLO,AMTLEDN,Ledger amount,,MD1,,,,,
CSFRESL,CSRL,Cash flow analysis,Financials,CSFLO,AMTLEDN1,Ledger amount (n-1),,MD1,,,,,
CSFRESL,CSRL,Cash flow analysis,Financials,CSFLO,AUUID,Single identifier,,AUUID,,,,,
CSFRESL,CSRL,Cash flow analysis,Financials,CSFLO,BPRNUM,BP code,,BPR,,,[BPR]BPR0=BPRNUM,Block,
CSFRESL,CSRL,Cash flow analysis,Financials,CSFLO,COD1,Code,,A,10.0,,,,
CSFRESL,CSRL,Cash flow analysis,Financials,CSFLO,COD2,Subcode,,A,10.0,,,,
CSFRESL,CSRL,Cash flow analysis,Financials,CSFLO,CPYLIN,Company,,CPY,,,[CPY]CPY0=[CSRL]CPYLIN,Delete,
CSFRESL,CSRL,Cash flow analysis,Financials,CSFLO,CREDAT,Date created,,D,,,,,
CSFRESL,CSRL,Cash flow analysis,Financials,CSFLO,CREDATTIM,Date time,,ADATIM,,,,,
CSFRESL,CSRL,Cash flow analysis,Financials,CSFLO,CRETIM,Creation time,,L,8.0,,,,
CSFRESL,CSRL,Cash flow analysis,Financials,CSFLO,CREUSR,Creation user,,A,5.0,,,,
CSFRESL,CSRL,Cash flow analysis,Financials,CSFLO,CURLED,Ledger currency,,CUR,,,[TCU]TCU0=[CSRL]CURLED,Block,
CSFRESL,CSRL,Cash flow analysis,Financials,CSFLO,FCYLIN,Site,,FCY,,,[FCY]FCY0=[CSRL]FCYLIN,Delete,
CSFRESL,CSRL,Cash flow analysis,Financials,CSFLO,LIBEL,Description,,A,50.0,,,,
CSFRESL,CSRL,Cash flow analysis,Financials,CSFLO,LIG,Line number,,C,3.0,,,,
CSFRESL,CSRL,Cash flow analysis,Financials,CSFLO,NUMLIN,Line,,L,8.0,,,,
CSFRESL,CSRL,Cash flow analysis,Financials,CSFLO,NUMRPT,Query no.,,RPT,,,,,
CSFRESL,CSRL,Cash flow analysis,Financials,CSFLO,UPDDATTIM,Date time,,ADATIM,,,,,
CSFRESL,CSRL,Cash flow analysis,Financials,CSFLO,UPDUSR,User,,AUS,,,[AUS]CODUSR=[CSRL]UPDUSR,Other,
CSFRESL,CSRL,Cash flow analysis,Financials,CSFLO,USRFLG,User value,,M,4.0,1.0,,,
CSFRESL,CSRL,Cash flow analysis,Financials,CSFLO,USRFLG1,User value,,M,4.0,1.0,,,
CSTAXUID,CSUID,TaxUID,Financials,DCL,AUUID,Single identifier,,AUUID,,,,,
CSTAXUID,CSUID,TaxUID,Financials,DCL,CREDATTIM,Date time,,ADATIM,,,,,
CSTAXUID,CSUID,TaxUID,Financials,DCL,CREUSR,User,,AUS,,,[AUS]CODUSR=[CSUID]CREUSR,Other,
CSTAXUID,CSUID,TaxUID,Financials,DCL,CSVATDES,Title,,A,128.0,,,,
CSTAXUID,CSUID,TaxUID,Financials,DCL,CSVATUID,TaxUID,,A,80.0,,,,
CSTAXUID,CSUID,TaxUID,Financials,DCL,LEG,Legislation,,ADI,,,[ADI]CODE=909;LEG,Block,
CSTAXUID,CSUID,TaxUID,Financials,DCL,UPDDATTIM,Date time,,ADATIM,,,,,
CSTAXUID,CSUID,TaxUID,Financials,DCL,UPDUSR,User,,AUS,,,[AUS]CODUSR=[CSUID]UPDUSR,Other,
CSTAXUID,CSUID,TaxUID,Financials,DCL,VLYEND,Validity end date,,D,,,,,
CSTAXUID,CSUID,TaxUID,Financials,DCL,VLYSTR,Validity start date,,D,,,,,
CSVATDAA,CSDAA,Online submission data,Financials,DCL,ACCDAT,Accounting date,,D,,,,,
CSVATDAA,CSDAA,Online submission data,Financials,DCL,AMT,Amount,,MD1,,,,,
CSVATDAA,CSDAA,Online submission data,Financials,DCL,AMTVAT,Tax amount,,MD1,,,,,
CSVATDAA,CSDAA,Online submission data,Financials,DCL,AUUID,Single identifier,,AUUID,,,,,
CSVATDAA,CSDAA,Online submission data,Financials,DCL,CODCSVATMAP,Code,,A,20.0,,,,
CSVATDAA,CSDAA,Online submission data,Financials,DCL,CREDATTIM,Date time,,ADATIM,,,,,
CSVATDAA,CSDAA,Online submission data,Financials,DCL,CREUSR,User,,AUS,,,[AUS]CODUSR=[CSDAA]CREUSR,Other,
CSVATDAA,CSDAA,Online submission data,Financials,DCL,CSVATUID,TaxUID,,A,80.0,,,,
CSVATDAA,CSDAA,Online submission data,Financials,DCL,ISCOR,Correction,,M,4.0,1.0,,,
CSVATDAA,CSDAA,Online submission data,Financials,DCL,ISRVSCRG,Reverse charge,,M,4.0,1.0,,,
CSVATDAA,CSDAA,Online submission data,Financials,DCL,ISTRI,Triangular operation,,M,4.0,1.0,,,
CSVATDAA,CSDAA,Online submission data,Financials,DCL,NUM,Document no.,,VCR,,,,,
CSVATDAA,CSDAA,Online submission data,Financials,DCL,NUMRPT,Query no.,,L,8.0,,,,
CSVATDAA,CSDAA,Online submission data,Financials,DCL,TRSNUM,Transaction ID,,UNQ,,,,,
CSVATDAA,CSDAA,Online submission data,Financials,DCL,UPDDATTIM,Date time,,ADATIM,,,,,
CSVATDAA,CSDAA,Online submission data,Financials,DCL,UPDUSR,User,,AUS,,,[AUS]CODUSR=[CSDAA]UPDUSR,Other,
CSVATMAP,CSMAP,Online submission mapping,Financials,DCL,AUUID,Single identifier,,AUUID,,,,,
CSVATMAP,CSMAP,Online submission mapping,Financials,DCL,CODCSVATMAP,Code,,CSVATMAP,,,[CSMAP]CSVATMAP0=[CSMAP]CODCSVATMAP,Block,
CSVATMAP,CSMAP,Online submission mapping,Financials,DCL,CREDATTIM,Date time,,ADATIM,,,,,
CSVATMAP,CSMAP,Online submission mapping,Financials,DCL,CREUSR,User,,AUS,,,[AUS]CODUSR=[CSMAP]CREUSR,Other,
CSVATMAP,CSMAP,Online submission mapping,Financials,DCL,DES,Description,,DES,,,,,
CSVATMAP,CSMAP,Online submission mapping,Financials,DCL,LEG,Legislation,,ADI,,,[ADI]CODE=909;LEG,Block,
CSVATMAP,CSMAP,Online submission mapping,Financials,DCL,UPDDATTIM,Date time,,ADATIM,,,,,
CSVATMAP,CSMAP,Online submission mapping,Financials,DCL,UPDUSR,User,,AUS,,,[AUS]CODUSR=[CSMAP]UPDUSR,Other,
CSVATMAPD,CSMAPD,Online submission mapping,Financials,DCL,AUUID,Single identifier,,AUUID,,,,,
CSVATMAPD,CSMAPD,Online submission mapping,Financials,DCL,CODCSVATMAP,Code,,CSVATMAP,,,[CSMAP]CSVATMAP0=[CSMAPD]CODCSVATMAP,Block,
CSVATMAPD,CSMAPD,Online submission mapping,Financials,DCL,CREDATTIM,Date time,,ADATIM,,,,,
CSVATMAPD,CSMAPD,Online submission mapping,Financials,DCL,CREUSR,User,,AUS,,,[AUS]CODUSR=[CSMAPD]CREUSR,Other,
CSVATMAPD,CSMAPD,Online submission mapping,Financials,DCL,CSVATUID,TaxUID,,CSTAXUID,80.0,,[CSUID]CSUID0=LEG;CSVATUID,Block,
CSVATMAPD,CSMAPD,Online submission mapping,Financials,DCL,FLGVAT,Tax management,,M,15.0,608.0,,,
CSVATMAPD,CSMAPD,Online submission mapping,Financials,DCL,GTEGRPCOD,Entry type group,,GTEGRP,,,[GTEGH]GTEGH0=GTEGRPCOD;LEG,Block,
CSVATMAPD,CSMAPD,Online submission mapping,Financials,DCL,ISCOR,Correction,,M,4.0,1.0,,,
CSVATMAPD,CSMAPD,Online submission mapping,Financials,DCL,ISRVSCRG,Reverse charge,,M,4.0,1.0,,,
CSVATMAPD,CSMAPD,Online submission mapping,Financials,DCL,ISTRI,Triangular operation,,M,4.0,1.0,,,
CSVATMAPD,CSMAPD,Online submission mapping,Financials,DCL,LEG,Legislation,,ADI,,,[ADI]CODE=909;LEG,Block,
CSVATMAPD,CSMAPD,Online submission mapping,Financials,DCL,LIN,Line number,,L,4.0,,,,
CSVATMAPD,CSMAPD,Online submission mapping,Financials,DCL,SNS,Sign,,C,2.0,,,,
CSVATMAPD,CSMAPD,Online submission mapping,Financials,DCL,UPDDATTIM,Date time,,ADATIM,,,,,
CSVATMAPD,CSMAPD,Online submission mapping,Financials,DCL,UPDUSR,User,,AUS,,,[AUS]CODUSR=[CSMAPD]UPDUSR,Other,
CSVATMAPD,CSMAPD,Online submission mapping,Financials,DCL,VAT,Tax code,,VAT,,,[TVT]TVT0=VAT;[V]GSUPCLE,Block,
CSVATMAPD,CSMAPD,Online submission mapping,Financials,DCL,VATIPT,Tax allocation,,M,15.0,609.0,,,
CSVATMAPD,CSMAPD,Online submission mapping,Financials,DCL,VCRTYP,Entry type,,GTE,,,[GTE]GTE0=VCRTYP;[V]GSUPCLE,Block,
CSVATMAPD,CSMAPD,Online submission mapping,Financials,DCL,VLYEND,Validity end date,,D,,,,,
CSVATMAPD,CSMAPD,Online submission mapping,Financials,DCL,VLYSTR,Validity start date,,D,,,,,
DADCPY,DCP,DASD company,Financials,DAS,ABC,"BIS,TER,QUATER",,A,1.0,,,,
DADCPY,DCP,DASD company,Financials,DAS,ABC2,"BIS,TER,QUATER",,A,1.0,,,,
DADCPY,DCP,DASD company,Financials,DAS,ADDCPL,Address complement,,A,40.0,,,,
DADCPY,DCP,DASD company,Financials,DAS,ADDCPL2,Address complement,,A,40.0,,,,
DADCPY,DCP,DASD company,Financials,DAS,AUUID,Single identifier,,AUUID,,,,,
DADCPY,DCP,DASD company,Financials,DAS,CPY,DASD company,,CPY,,,[CPY]CPY0=[DCP]CPY,Delete,
DADCPY,DCP,DASD company,Financials,DAS,CREDATTIM,Date time,,ADATIM,,,,,
DADCPY,DCP,DASD company,Financials,DAS,CREUSR,User,,AUS,,,[AUS]CODUSR=[DCP]CREUSR,Other,
DADCPY,DCP,DASD company,Financials,DAS,CTYNAM,Municipality,,CT0,,,,,
DADCPY,DCP,DASD company,Financials,DAS,CTYNAM2,Municipality,,CT0,,,,,
DADCPY,DCP,DASD company,Financials,DAS,DADCPYNAM,Company name,,A,50.0,,,,
DADCPY,DCP,DASD company,Financials,DAS,DADCRN,Company tax ID no.,,CRN,,,,,
DADCPY,DCP,DASD company,Financials,DAS,DADCRN2,Site tax ID no.,,CRT,,,,,
DADCPY,DCP,DASD company,Financials,DAS,DADNAF,SIC code,,NAF,,,,,
DADCPY,DCP,DASD company,Financials,DAS,DADPOSCOD,Postal code,,A,5.0,,,,
DADCPY,DCP,DASD company,Financials,DAS,DADPOSCOD2,Postal code,,A,5.0,,,,
DADCPY,DCP,DASD company,Financials,DAS,POSCTY,Distributor office,,A,26.0,,,,
DADCPY,DCP,DASD company,Financials,DAS,POSCTY2,Distributor office,,A,26.0,,,,
DADCPY,DCP,DASD company,Financials,DAS,POSCTYCOD,Municipality code,,A,5.0,,,,
DADCPY,DCP,DASD company,Financials,DAS,POSCTYCOD2,Municipality code,,A,5.0,,,,
DADCPY,DCP,DASD company,Financials,DAS,STREET,Street,,A,40.0,,,,
DADCPY,DCP,DASD company,Financials,DAS,STREET2,Street,,A,40.0,,,,
DADCPY,DCP,DASD company,Financials,DAS,STREETNUM,Street number,,A,4.0,,,,
DADCPY,DCP,DASD company,Financials,DAS,STREETNUM2,Street number,,A,4.0,,,,
DADCPY,DCP,DASD company,Financials,DAS,UPDDATTIM,Date time,,ADATIM,,,,,
DADCPY,DCP,DASD company,Financials,DAS,UPDUSR,User,,AUS,,,[AUS]CODUSR=[DCP]UPDUSR,Other,
DADFCY,DFC,DAS2 site,Financials,DAS,ABC,"BIS,TER,QUATER",,A,1.0,,,,
DADFCY,DFC,DAS2 site,Financials,DAS,ADDCPL,Address complement,,A,40.0,,,,
DADFCY,DFC,DAS2 site,Financials,DAS,AUUID,Single identifier,,AUUID,,,,,
DADFCY,DFC,DAS2 site,Financials,DAS,CERTSOC,Certification no.,,A,10.0,,,,
DADFCY,DFC,DAS2 site,Financials,DAS,CRAM,CRAM number,,A,17.0,,,,
DADFCY,DFC,DAS2 site,Financials,DAS,CREDATTIM,Date time,,ADATIM,,,,,
DADFCY,DFC,DAS2 site,Financials,DAS,CREUSR,User,,AUS,,,[AUS]CODUSR=[DFC]CREUSR,Other,
DADFCY,DFC,DAS2 site,Financials,DAS,CRN01,Site tax ID no. on 01/01,,CRT,,,,,
DADFCY,DFC,DAS2 site,Financials,DAS,CTYNAM,Municipality,,CT0,,,,,
DADFCY,DFC,DAS2 site,Financials,DAS,DADCRN,Site tax ID no.,,CRT,,,,,
DADFCY,DFC,DAS2 site,Financials,DAS,DADFCYNAM,Company name,,A,50.0,,,,
DADFCY,DFC,DAS2 site,Financials,DAS,DADNAF,SIC code,,NAF,,,,,
DADFCY,DFC,DAS2 site,Financials,DAS,DADPOSCOD,Postal code,,A,5.0,,,,
DADFCY,DFC,DAS2 site,Financials,DAS,DENNUMCOM,Email,,A,100.0,,,,
DADFCY,DFC,DAS2 site,Financials,DAS,EMAIL,Email address,,MAI,,,,,
DADFCY,DFC,DAS2 site,Financials,DAS,FCY,DAS2 site,,FCY,,,[FCY]FCY0=[DFC]FCY,Delete,
DADFCY,DFC,DAS2 site,Financials,DAS,FLGIND,Social certification,,A,1.0,,,,
DADFCY,DFC,DAS2 site,Financials,DAS,IDCCP,Provider IDCC no.,,ADI,,,[ADI]CODE=[DFC]IDCCP,BSRA,
DADFCY,DFC,DAS2 site,Financials,DAS,JOB,Business,,A,30.0,,,,
DADFCY,DFC,DAS2 site,Financials,DAS,NBDAS,DAS2 number,,M,2.0,695.0,,,
DADFCY,DFC,DAS2 site,Financials,DAS,POSCTY,Distributor office,,A,26.0,,,,
DADFCY,DFC,DAS2 site,Financials,DAS,POSCTYCOD,Municipality code,,A,5.0,,,,
DADFCY,DFC,DAS2 site,Financials,DAS,RPBFIRNAM,First name,,A,20.0,,,,
DADFCY,DFC,DAS2 site,Financials,DAS,RPBJOB,Profession,,A,39.0,,,,
DADFCY,DFC,DAS2 site,Financials,DAS,RPBSURNAM,Last name,,A,30.0,,,,
DADFCY,DFC,DAS2 site,Financials,DAS,STREET,Street,,A,40.0,,,,
DADFCY,DFC,DAS2 site,Financials,DAS,STREETNUM,Street number,,A,4.0,,,,
DADFCY,DFC,DAS2 site,Financials,DAS,TAXWAG,Tax on salaries,,M,4.0,1.0,,,
DADFCY,DFC,DAS2 site,Financials,DAS,TEL,Telephone,,TEL,,,,,
DADFCY,DFC,DAS2 site,Financials,DAS,TOTNUMYEA,Annual headcount,,L,8.0,,,,
DADFCY,DFC,DAS2 site,Financials,DAS,UPDDATTIM,Date time,,ADATIM,,,,,
DADFCY,DFC,DAS2 site,Financials,DAS,UPDUSR,User,,AUS,,,[AUS]CODUSR=[DFC]UPDUSR,Other,
DADFCY,DFC,DAS2 site,Financials,DAS,URSCOD,URSSAF code,,A,4.0,,,,
DADFCY,DFC,DAS2 site,Financials,DAS,URSCPT,URSSAF account,,A,20.0,,,,
DATEVBPACC,DTB,DATEV BP assignment,Financials,DATEV,ACCDATEV,DATEV account,,A,9.0,,,,
DATEVBPACC,DTB,DATEV BP assignment,Financials,DATEV,AUUID,Single identifier,,AUUID,,,,,
DATEVBPACC,DTB,DATEV BP assignment,Financials,DATEV,BPRNUM,BP code,,BPR,,,[BPR]BPR0=[DTB]BPRNUM,Delete,
DATEVBPACC,DTB,DATEV BP assignment,Financials,DATEV,CREDATTIM,Date time,,ADATIM,,,,,
DATEVBPACC,DTB,DATEV BP assignment,Financials,DATEV,CREUSR,User,,AUS,,,[AUS]CODUSR=[DTB]CREUSR,Other,
DATEVBPACC,DTB,DATEV BP assignment,Financials,DATEV,UPDDATTIM,Date time,,ADATIM,,,,,
DATEVBPACC,DTB,DATEV BP assignment,Financials,DATEV,UPDUSR,User,,AUS,,,[AUS]CODUSR=[DTB]UPDUSR,Other,
DATEVCHRONO,DTC,,Financials,KDE,AUUID,Single identifier,,AUUID,,,,,
DATEVCHRONO,DTC,,Financials,KDE,CHRONO,Sequence no.,,VCR,,,,,
DATEVCHRONO,DTC,,Financials,KDE,CREDATTIM,Date time,,ADATIM,,,,,
DATEVCHRONO,DTC,,Financials,KDE,CREUSR,User,,AUS,,,[AUS]CODUSR=[DTC]CREUSR,Other,
DATEVCHRONO,DTC,,Financials,KDE,ID,Identifier,,C,4.0,,,,
DATEVCHRONO,DTC,,Financials,KDE,UPDDATTIM,Date time,,ADATIM,,,,,
DATEVCHRONO,DTC,,Financials,KDE,UPDUSR,User,,AUS,,,[AUS]CODUSR=[DTC]UPDUSR,Other,
DATEVGLACC,DTA,DATEV general acct. assignment,Financials,DATEV,ACC,General accounts,,GAC,,,[GAC]GAC0=COA;ACC,Block,
DATEVGLACC,DTA,DATEV general acct. assignment,Financials,DATEV,ACCDATEV,DATEV account,,A,8.0,,,,
DATEVGLACC,DTA,DATEV general acct. assignment,Financials,DATEV,AUUID,Single identifier,,AUUID,,,,,
DATEVGLACC,DTA,DATEV general acct. assignment,Financials,DATEV,COA,Chart of accounts,,COA,,,[COA]COA0=[DTA]COA,Block,
DATEVGLACC,DTA,DATEV general acct. assignment,Financials,DATEV,CREDATTIM,Date time,,ADATIM,,,,,
DATEVGLACC,DTA,DATEV general acct. assignment,Financials,DATEV,CREUSR,User,,AUS,,,[AUS]CODUSR=[DTA]CREUSR,Other,
DATEVGLACC,DTA,DATEV general acct. assignment,Financials,DATEV,FLGAUTO,DATEV auto account,,M,4.0,1.0,,,
DATEVGLACC,DTA,DATEV general acct. assignment,Financials,DATEV,UPDDATTIM,Date time,,ADATIM,,,,,
DATEVGLACC,DTA,DATEV general acct. assignment,Financials,DATEV,UPDUSR,User,,AUS,,,[AUS]CODUSR=[DTA]UPDUSR,Other,
DATEVTAX,DTT,DATEV tax code assignment,Financials,DATEV,AUUID,Single identifier,,AUUID,,,,,
DATEVTAX,DTT,DATEV tax code assignment,Financials,DATEV,CREDATTIM,Date time,,ADATIM,,,,,
DATEVTAX,DTT,DATEV tax code assignment,Financials,DATEV,CREUSR,User,,AUS,,,[AUS]CODUSR=[DTT]CREUSR,Other,
DATEVTAX,DTT,DATEV tax code assignment,Financials,DATEV,DTTISSCOD,DATEV §13b issue code,,C,4.0,,,,
DATEVTAX,DTT,DATEV tax code assignment,Financials,DATEV,LEG,Legislation,,ADI,,,[ADI]CODE=909;LEG,Block,
DATEVTAX,DTT,DATEV tax code assignment,Financials,DATEV,TAX,Tax code,,VAT,,,[TVT]TVT0=TAX;LEG,Block,
DATEVTAX,DTT,DATEV tax code assignment,Financials,DATEV,TAXDATEV,DATEV tax code,,A,30.0,,,,
DATEVTAX,DTT,DATEV tax code assignment,Financials,DATEV,UPDDATTIM,Date time,,ADATIM,,,,,
DATEVTAX,DTT,DATEV tax code assignment,Financials,DATEV,UPDUSR,User,,AUS,,,[AUS]CODUSR=[DTT]UPDUSR,Other,
DCLCUSVATBE,DLCB,Annual customer listing,Financials,KBE,AMTNOT,Amount - tax,,MD1,,,,,
DCLCUSVATBE,DLCB,Annual customer listing,Financials,KBE,AMTVAT,Tax amount,,MD1,,,,,
DCLCUSVATBE,DLCB,Annual customer listing,Financials,KBE,AUUID,Single identifier,,AUUID,,,,,
DCLCUSVATBE,DLCB,Annual customer listing,Financials,KBE,BPR,BP,,BPR,,,[BPR]BPR0=[DLCB]BPR,Block,
DCLCUSVATBE,DLCB,Annual customer listing,Financials,KBE,BPRNAM,Company name,2.0,NAM,,,,,
DCLCUSVATBE,DLCB,Annual customer listing,Financials,KBE,CPY,Company,,CPY,,,[CPY]CPY0=[DLCB]CPY,Block,
DCLCUSVATBE,DLCB,Annual customer listing,Financials,KBE,CREDATTIM,Date time,,ADATIM,,,,,
DCLCUSVATBE,DLCB,Annual customer listing,Financials,KBE,CREUSR,User,,AUS,,,[AUS]CODUSR=[DLCB]CREUSR,Other,
DCLCUSVATBE,DLCB,Annual customer listing,Financials,KBE,CRY,Country,,CRY,,,[TCY]TCY0=[DLCB]CRY,Block,
DCLCUSVATBE,DLCB,Annual customer listing,Financials,KBE,CUR,Currency,,CUR,,,[TCU]TCU0=[DLCB]CUR,Block,
DCLCUSVATBE,DLCB,Annual customer listing,Financials,KBE,EECNUM,EU VAT no.,,A,20.0,,,,DEB
DCLCUSVATBE,DLCB,Annual customer listing,Financials,KBE,ENDDAT,Declaration date,,D,,,,,
DCLCUSVATBE,DLCB,Annual customer listing,Financials,KBE,NUMRPT,Query no.,,L,8.0,,,,
DCLCUSVATBE,DLCB,Annual customer listing,Financials,KBE,STRDAT,Declaration date,,D,,,,,
DCLCUSVATBE,DLCB,Annual customer listing,Financials,KBE,TEL,Telephone,,TEL,,,,,
DCLCUSVATBE,DLCB,Annual customer listing,Financials,KBE,UPDDATTIM,Date time,,ADATIM,,,,,
DCLCUSVATBE,DLCB,Annual customer listing,Financials,KBE,UPDUSR,User,,AUS,,,[AUS]CODUSR=[DLCB]UPDUSR,Other,
DCLCUSVATBED,DLCBD,Annual customer listing,Financials,KBE,ACCDAT,Accounting date,,D,,,,,
DCLCUSVATBED,DLCBD,Annual customer listing,Financials,KBE,AMTNOT,Amount - tax,,MD1,,,,,
DCLCUSVATBED,DLCBD,Annual customer listing,Financials,KBE,AMTVAT,Tax amount,,MD1,,,,,
DCLCUSVATBED,DLCBD,Annual customer listing,Financials,KBE,AUUID,Single identifier,,AUUID,,,,,
DCLCUSVATBED,DLCBD,Annual customer listing,Financials,KBE,BPR,BP,,BPR,,,[BPR]BPR0=[DLCBD]BPR,Block,
DCLCUSVATBED,DLCBD,Annual customer listing,Financials,KBE,BPRNAM,Company name,2.0,NAM,,,,,
DCLCUSVATBED,DLCBD,Annual customer listing,Financials,KBE,CPY,Company,,CPY,,,[CPY]CPY0=[DLCBD]CPY,Block,
DCLCUSVATBED,DLCBD,Annual customer listing,Financials,KBE,CREDATTIM,Date time,,ADATIM,,,,,
DCLCUSVATBED,DLCBD,Annual customer listing,Financials,KBE,CREUSR,User,,AUS,,,[AUS]CODUSR=[DLCBD]CREUSR,Other,
DCLCUSVATBED,DLCBD,Annual customer listing,Financials,KBE,CUR,Currency,,CUR,,,[TCU]TCU0=[DLCBD]CUR,Block,
DCLCUSVATBED,DLCBD,Annual customer listing,Financials,KBE,EECNUM,EU VAT no.,,A,20.0,,,,DEB
DCLCUSVATBED,DLCBD,Annual customer listing,Financials,KBE,LIN,Line number,,C,3.0,,,,
DCLCUSVATBED,DLCBD,Annual customer listing,Financials,KBE,NUM,Document no.,,VCR,,,,,
DCLCUSVATBED,DLCBD,Annual customer listing,Financials,KBE,NUMRPT,Query no.,,L,8.0,,,,
DCLCUSVATBED,DLCBD,Annual customer listing,Financials,KBE,TYP,Entry type,,GTE,,,[GTE]GTE0=TYP;[V]GSUPCLE,Block,
DCLCUSVATBED,DLCBD,Annual customer listing,Financials,KBE,UPDDATTIM,Date time,,ADATIM,,,,,
DCLCUSVATBED,DLCBD,Annual customer listing,Financials,KBE,UPDUSR,User,,AUS,,,[AUS]CODUSR=[DLCBD]UPDUSR,Other,
DCLCUSVATBED,DLCBD,Annual customer listing,Financials,KBE,VAT,VAT code,,VAT,,,[TVT]TVT0=VAT;[V]GSUPCLE,Block,
DCLCUSVATBED,DLCBD,Annual customer listing,Financials,KBE,VATRAT,VAT rate,,DCB,3.6,,,,
DCLEECVATBE,DLEB,EU VAT statement (header),Financials,KBE,AMTNOT,Amount - tax,,MD1,,,,,
DCLEECVATBE,DLEB,EU VAT statement (header),Financials,KBE,AUUID,Single identifier,,AUUID,,,,,
DCLEECVATBE,DLEB,EU VAT statement (header),Financials,KBE,BPR,BP,,BPR,,,[BPR]BPR0=[DLEB]BPR,Block,
DCLEECVATBE,DLEB,EU VAT statement (header),Financials,KBE,BPRNAM,Company name,2.0,NAM,,,,,
DCLEECVATBE,DLEB,EU VAT statement (header),Financials,KBE,CPY,Company,,CPY,,,[CPY]CPY0=[DLEB]CPY,Block,
DCLEECVATBE,DLEB,EU VAT statement (header),Financials,KBE,CREDATTIM,Date time,,ADATIM,,,,,
DCLEECVATBE,DLEB,EU VAT statement (header),Financials,KBE,CREUSR,User,,AUS,,,[AUS]CODUSR=[DLEB]CREUSR,Other,
DCLEECVATBE,DLEB,EU VAT statement (header),Financials,KBE,CRY,Countries,,CRY,,,[TCY]TCY0=[DLEB]CRY,Block,
DCLEECVATBE,DLEB,EU VAT statement (header),Financials,KBE,CUR,Currency,,CUR,,,[TCU]TCU0=[DLEB]CUR,Block,
DCLEECVATBE,DLEB,EU VAT statement (header),Financials,KBE,EECNUM,EU VAT no.,,A,20.0,,,,DEB
DCLEECVATBE,DLEB,EU VAT statement (header),Financials,KBE,ENDDAT,Declaration date,,D,,,,,
DCLEECVATBE,DLEB,EU VAT statement (header),Financials,KBE,NUMRPT,Query no.,,L,8.0,,,,
DCLEECVATBE,DLEB,EU VAT statement (header),Financials,KBE,OPECOD,Operation code,,ADI,,,[ADI]CODE=369;OPECOD,Block,
DCLEECVATBE,DLEB,EU VAT statement (header),Financials,KBE,STRDAT,Declaration date,,D,,,,,
DCLEECVATBE,DLEB,EU VAT statement (header),Financials,KBE,UPDDATTIM,Date time,,ADATIM,,,,,
DCLEECVATBE,DLEB,EU VAT statement (header),Financials,KBE,UPDUSR,User,,AUS,,,[AUS]CODUSR=[DLEB]UPDUSR,Other,
DCLEECVATBED,DLEBD,EU VAT statement (detail),Financials,KBE,ACCDAT,Accounting date,,D,,,,,
DCLEECVATBED,DLEBD,EU VAT statement (detail),Financials,KBE,AMTNOT,Amount - tax,,MD1,,,,,
